鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
安平區,租賃房屋,臺南市安平區慶平路５３９號二十一樓之１９,0.0,,,,1150422,土地0建物1車位0,見其他登記事項,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0880211,127.16999999999999,3,1,2,有,有,有,16000,126,,0.0,0,台南市政府包租代管第4期計畫之物件。,RPVNMLRLMHLGFAD78CC,整棟(戶)出租,有,1150425~1160424,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中西區,租賃房屋,臺南市中西區府緯街９巷２９號二樓之１１,0.0,,,,1150422,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0791113,20.6,1,0,1,有,有,有,4000,194,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫之物件。,RPWNMLRLMHLGFAD88CC,獨立套房,有,1150425~1160424,有,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
北區,租賃房屋,臺南市北區力行三街６巷２８號,0.0,,,,1150426,土地0建物0車位0,全,2,透天厝,住家用,加強磚造,0680703,15.6,4,1,4,有,無,有,6500,417,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；續租案件；,RPSOMLRLMHLGFAD58CC,分租套房,無,1150426~1160426,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
中西區,租賃房屋,臺南市中西區永福路二段２１１號四樓之３,0.0,,,,1150423,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821016,29.78,1,0,1,有,有,有,4850,163,,0.0,0,此為台南市社會住宅包租代管第4期計畫。管理費150元由出租人負擔。續租案件；,RPPPMLRLMHLGFAD38CC,獨立套房,有,1150501~1151105,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
安南區,租賃房屋,臺南市安南區十二佃路１４０巷４０號,0.0,,,,1150422,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1120516,163.28,4,2,4,有,無,有,32000,196,,0.0,0,多人共同承租2；,RPSNMLRLMHLGFBD58CC,整棟(戶)出租,無,1150505~1160504,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
東區,租賃房屋,臺南市東區崇明十二街８號,0.0,,,,1150426,土地0建物0車位0,全,2,透天厝,住商用,加強磚造,0750403,25.6,4,4,4,有,無,有,13000,508,,0.0,0,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；續租案件；,RPVNMLRLMHLGFCD98CC,分租套房,無,1150426~1160426,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
東區,租賃房屋,臺南市東區富農街一段１３８巷１６號,0.0,,,,1150425,土地0建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0700620,22.0,8,1,8,有,無,無,7800,355,,0.0,0,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；,RPXNMLRLMHLGFCD56CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、網路,
新市區,租賃房屋,臺南市新市區信義街２５巷７號２樓之２,0.0,,,,1150427,土地0建物0車位0,二層,6,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1131204,47.480000000000004,2,0,2,有,有,有,11000,232,,0.0,0,租金總額含管理費；網路費；未租賃車位，建物登記含有車位面積；,RPQNMLRLMHLGFHD98CC,分租套房,有,1150501~1160430,有,冷氣、熱水器、洗衣機、網路,
善化區,租賃房屋+車位,臺南市善化區建業路２３３號２樓之５,0.0,,,,1150424,土地0建物1車位1,二層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120724,84.94,3,2,2,有,有,有,19000,224,其他,6.07,0,多人共同承租2；,RPVNMLRLMHLGFHD86CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般代管
善化區,租賃房屋,臺南市善化區和平路１２０號,0.0,,,,1150425,土地0建物0車位0,全,4,透天厝,住宅、店舖、樓梯間,鋼筋混凝土造,0940523,18.0,6,0,6,有,無,有,8300,461,,0.0,0,多人共同承租2；租金總額含管理費；水費；網路費；,RPXNMLRLMHLGFHD07CC,分租套房,無,1150425~1160424,無,冷氣、熱水器、電視機、冰箱、網路,一般代管
仁德區,租賃房屋,臺南市仁德區中正路一段２５１巷２５弄３１號,0.0,,,,1150426,土地0建物0車位0,全,5,透天厝,住宅、停車空間,鋼筋混凝土構造,1060930,18.31,17,1,17,有,無,有,7000,382,,0.0,0,租金總額含水費；網路費；續租案件；,RPSNMLRLMHLGFID66CC,分租套房,無,1150426~1160426,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區復華里復國一路４７５巷２８號三樓之３２,0.0,,,,1150423,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1070402,13.989999999999998,1,0,1,有,有,有,4350,311,,0.0,0,含增建或未登記建物；,RPRNMLRLMHLGFKD76CC,獨立套房,有,1150522~1160521,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區復華里復國一路４７５巷２８號五樓之１１,0.0,,,,1150423,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1070402,13.61,1,0,1,有,有,有,4350,320,,0.0,0,含增建或未登記建物；續租案件；,RPSNMLRLMHLGFKD86CC,獨立套房,有,1150616~1160615,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區大橋二街２３９巷２１弄３８號四樓之２,0.0,,,,1150422,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830701,24.42,1,0,1,有,有,有,9100,373,,0.0,0,台南市不動產租賃公會民間住宅包租代管第4期計畫。續租案件；,RPVNMLRLMHLGFKD17CC,獨立套房,有,1150517~1160516,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
安平區,租賃房屋,臺南市安平區華平路７２１號,0.0,,,,1150422,土地0建物0車位0,全,4,透天厝,停車空間、店舖、住宅,ＲＣ造,0940516,18.55,4,2,4,有,無,有,14500,782,,0.0,0,承租人負擔垃圾清潔費500/月多人共同承租2；租金總額含水費；網路費；其他第四台；含增建或未登記建物；,RPQNMLSLMHLGFAD38CC,分租套房,無,1150422~1160421,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
中西區,租賃房屋,臺南市中西區府前路二段２５８巷３１號４樓之１３,0.0,,,,1150423,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790615,28.73,1,0,1,有,有,有,8000,278,,0.0,0,租金總額含管理費；,RPRNMLSLMHLGFAD48CC,獨立套房,有,1150423~1160422,有,冷氣、熱水器、洗衣機、電視機、冰箱,
中西區,租賃房屋,臺南市中西區西門路二段４３３號,0.0,,,,1150427,土地0建物1車位0,見其他登記事項,2,店面(店鋪),住家用,磚造,0230101,159.13,0,3,1,有,無,無,40000,251,,0.0,0,1.使用範圍1樓全部與二樓前棟後棟屋主自行使用。2.裝修期一個月免收租金，收租日6/1起算。租金總額含稅；租賃期間有約定不同租金1.合約期5年，前兩年月租4萬，第三年開始4.5萬到合約結束。2.合約期間內2樓開始營業需提前告知屋主，爾後營業期間每月租金漲5000元整。；,RPSNMLSLMHLGFAD58CC,,無,1150427~1200430,無,,
北區,租賃房屋,臺南市北區大武街５９９號,0.0,,,,1150422,土地0建物0車位0,全,2,透天厝,住商用,鋼筋混凝土造,0690730,26.44,2,0,3,有,無,有,9000,340,,0.0,0,租金總額含網路費；續租案件；,RPUNMLSLMHLGFAD78CC,分租套房,無,1150602~1160601,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
北區,租賃房屋,臺南市北區前鋒路２９０巷６號,0.0,,,,1150424,土地0建物1車位0,全,1,透天厝,住家用,磚造,0500630,53.96,2,2,2,有,無,有,18000,334,,0.0,0,多人共同承租2；,RPVNMLSLMHLGFAD88CC,整棟(戶)出租,無,1150501~1170430,無,冷氣、熱水器、冰箱,
北區,租賃房屋,臺南市北區長榮路五段４１巷７２號五樓之３,0.0,,,,1150424,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0920916,148.9,3,1,2,有,有,有,12220,82,,0.0,0,台南市社會住宅包租代管第4期計畫。管理費780元由出租人負擔未租賃車位，建物登記含有車位面積；續租案件；,RPXNMLSLMHLGFAD09CC,整棟(戶)出租,有,1150510~1160509,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中西區,租賃房屋,臺南市中西區民權路一段１９１號６樓之２,0.0,,,,1150426,土地0建物1車位0,六層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1140506,73.42,2,2,1,有,有,無,21000,286,,0.0,0,,RPTOMLSLMHLGFAD78CC,整棟(戶)出租,有,1150428~1170427,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,
安南區,租賃房屋,臺南市安南區本原街一段９４巷５號,0.0,,,,1150421,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0790220,133.65,4,2,2,有,無,有,25000,187,,0.0,0,含增建或未登記建物；,RPQNMLSLMHLGFBD48CC,整棟(戶)出租,無,1150501~1160430,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
安南區,租賃房屋,臺南市安南區安中路一段７０３巷４１之３號,0.0,,,,1150424,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0700907,103.93,3,1,2,有,無,無,11000,106,,0.0,0,台南市社會住宅包租代管第4期計畫。續租案件；,RPSNMLSLMHLGFBD68CC,整棟(戶)出租,無,1150430~1160429,無,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅包租轉租
安南區,租賃房屋,臺南市安南區十二佃路２１３巷１９號,0.0,,,,1150424,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1020207,160.37,4,2,3,有,無,無,18500,115,,0.0,0,台南市社會住宅包租代管第4期計畫。續租案件；,RPTNMLSLMHLGFBD78CC,整棟(戶)出租,無,1150509~1160508,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
東區,租賃房屋,臺南市東區勝利路５０之５號,0.0,,,,1150423,土地0建物1車位0,見其他登記事項,8,店面(店鋪),住商用,鋼筋混凝土造,0830208,196.45,0,0,0,無,有,無,34000,173,,0.0,0,租金總額含稅；,RPQNMLSLMHLGFCD58CC,,有,1150601~1180531,有,,
東區,租賃房屋,臺南市東區育樂街１５８巷９之３號,0.0,,,,1150427,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,補強磚造,0591212,40.0,2,2,2,有,無,有,13500,338,,0.0,0,租金總額含水費；網路費；,RPOOMLSLMHLGFCD48CC,分租套房,無,1150427~1160427,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
東區,租賃房屋,臺南市東區民族路一段１４號,0.0,,,,1150427,土地0建物0車位0,全,3,透天厝,住商用,加強磚造,0640204,14.13,7,1,7,有,無,有,6000,425,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPPOMLSLMHLGFCD58CC,分租套房,無,1150427~1160427,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
東區,租賃房屋,臺南市東區民族路一段１６號,0.0,,,,1150425,土地0建物0車位0,全,3,透天厝,住商用,加強磚造,0640201,20.94,8,1,8,有,無,有,6000,287,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPQOMLSLMHLGFCD68CC,分租套房,無,1150425~1160425,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
六甲區,租賃房屋,臺南市六甲區龜子港３０３巷１６弄５號,0.0,,,,1150421,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0831228,160.31,4,2,3,有,無,無,12000,75,,0.0,0,,RPPNMLSLMHLGFFD78CC,整棟(戶)出租,無,1150425~1160424,無,熱水器,
佳里區,租賃房屋,臺南市佳里區佳安東路３０號二樓之２,0.0,,,,1150424,土地0建物1車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880917,146.29000000000002,3,1,2,有,有,有,13800,94,,0.0,0,台南市社會住宅包租代管第4期計畫。管理費1200元由出租人負擔續租案件；,RPPNMLSLMHLGFGD88CC,整棟(戶)出租,有,1150518~1160517,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
善化區,租賃房屋,臺南市善化區東勢寮１５８號三樓之５,0.0,,,,1150424,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1130820,75.89,2,1,2,有,有,有,14000,184,,0.0,0,台南市社會住宅包租代管第4期計畫。管理費2000元由出租人負擔續租案件；,RPQNMLSLMHLGFHD09CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
歸仁區,租賃房屋,臺南市歸仁區武東一街４９巷６８號二樓之４,0.0,,,,1150424,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860721,47.81,1,0,1,有,有,有,5000,105,,0.0,0,台南市社會住宅包租代管第4期計畫。續租案件；,RPSNMLSLMHLGFID76CC,獨立套房,有,1150512~1160511,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區西橋里大橋三街３８號五樓,0.0,,,,1150423,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821227,107.55,3,2,2,有,有,有,17500,163,,0.0,0,台南市社會住宅包租代管第4期計畫。續租案件；,RPQNMLSLMHLGFKD76CC,整棟(戶)出租,有,1150430~1160429,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區安康里大橋一街５７之５號十一樓之３０,0.0,,,,1150424,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880824,31.0,1,0,1,有,有,有,7000,226,,0.0,0,台南市社會住宅包租代管第4期計畫。管理費500元由出租人負擔續租案件；,RPRNMLSLMHLGFKD86CC,獨立套房,有,1150506~1160505,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區中華路８０５號,0.0,,,,1150424,土地0建物0車位0,全,4,透天厝,店舖、住宅、避難室。,鋼筋混凝土造,0690901,13.28,6,4,6,有,無,有,7000,527,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPUNMLSLMHLGFKD17CC,分租套房,無,1150424~1160424,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
安平區,租賃房屋,臺南市安平區平通路５８０巷５２號十樓之１,0.0,,,,1150421,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1140307,94.22,2,2,1,有,有,有,20500,218,,0.0,0,參加國家住宅及都市更新中心辦理社會住宅包租代管第5期計畫中央版未租賃車位，建物登記含有車位面積；,RPUNMLTLMHLGFAD88CC,整棟(戶)出租,有,1150421~1160420,有,冷氣、熱水器,社會住宅代管
中西區,租賃房屋,臺南市中西區府前路二段２５８巷３３號三樓之９,0.0,,,,1150424,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0790615,26.94,1,0,1,有,有,有,5800,215,,0.0,0,台南市社會住宅包租代管 第四期計畫 公會版；水、電費、第四台費535元由承租人負擔，管理費660元不包含在租金由承租人負擔。續租案件；,RPVNMLTLMHLGFAD98CC,獨立套房,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中西區,租賃房屋,臺南市中西區金華路三段２１８號六樓之１７,0.0,,,,1150424,土地0建物1車位0,六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840704,43.51,1,1,1,有,有,有,11000,253,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫。多人共同承租2；,RPWNMLTLMHLGFAD09CC,獨立套房,有,1150510~1160509,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
安平區,租賃房屋,臺南市安平區平通路３５６號五樓之１,0.0,,,,1150425,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820701,99.74,3,2,2,有,有,有,10000,100,,0.0,0,台南市社會住宅包租代管 第五期計畫 中央版；水、電、瓦斯費由承租人負擔，管理費1180元不包含在租金由承租人負擔。親友、員工、共有人或其他特殊關係間之租賃；,RPROMLTLMHLGFAD68CC,整棟(戶)出租,有,1150501~1180430,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺南市北區中華北路一段２０３巷１６弄２２號六樓之七,0.0,,,,1150428,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140814,113.74000000000001,2,1,1,有,有,有,24000,211,,0.0,0,多人共同承租2；租金總額含管理費；未租賃車位，建物登記含有車位面積；,RPSOMLTLMHLGFAD78CC,整棟(戶)出租,有,1150509~1160514,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視,
